Days,Inverted,PerfMean,PerfStd,EntryLoad,ExitLoad,EntryDemand,ExitDemand,Distance,ContainerQuantity,Stage,Entry_Working_Day,Exit_Working_Day,Entry_precipitation_sum,Entry_rain_sum,Entry_snowfall_sum,Entry_wind_speed_10m_max,Entry_wind_gusts_10m_max,Entry_wind_direction_10m_dominant,Exit_precipitation_sum,Exit_rain_sum,Exit_snowfall_sum,Exit_wind_speed_10m_max,Exit_wind_gusts_10m_max,Exit_wind_direction_10m_dominant
11.0,1.0,119.89285714285714,100.92866621166311,0.0,0.0,0.0,0.0,9.7,2.0,1,1,1,0.0,0.0,0.0,15.463246,32.399998,16.933586,0.90000004,0.90000004,0.0,25.72174,48.239998,305.31757
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,4.0,1,0,0,1.5000001,1.5000001,0.0,19.8,38.16,307.74338,1.5000001,1.5000001,0.0,19.8,38.16,307.74338
5.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,2,0,1,1.5000001,1.5000001,0.0,19.8,38.16,307.74338,7.7999997,7.7999997,0.0,11.252519,20.519999,31.35702
0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,9.42,4.0,3,1,1,7.7999997,7.7999997,0.0,11.252519,20.519999,31.35702,7.7999997,7.7999997,0.0,11.252519,20.519999,31.35702
1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4,1,1,7.7999997,7.7999997,0.0,11.252519,20.519999,31.35702,0.0,0.0,0.0,14.618837,29.16,212.82854
10.0,0.0,10.375,0.5994789404140899,1.0,1.0,4.0,4.0,6698.14,4.0,5,1,1,0.0,0.0,0.0,14.618837,29.16,212.82854,1.9000002,1.9000002,0.0,21.99538,42.48,8.340786
2.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,6,1,1,1.9000002,1.9000002,0.0,21.99538,42.48,8.340786,0.0,0.0,0.0,18.998314,37.8,8.053194
0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,15.06,4.0,7,1,1,0.0,0.0,0.0,18.998314,37.8,8.053194,0.0,0.0,0.0,18.998314,37.8,8.053194
15.0,0.0,15.9375,3.630921887069453,1.0,0.0,4.0,0.0,0.0,4.0,8,1,1,0.0,0.0,0.0,18.998314,37.8,8.053194,0.1,0.1,0.0,22.253124,44.28,61.01128
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,4.0,7,1,1,0.1,0.1,0.0,22.253124,44.28,61.01128,0.1,0.1,0.0,22.253124,44.28,61.01128
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6,1,0,0.1,0.1,0.0,22.253124,44.28,61.01128,10.599999,10.599999,0.0,7.5942082,22.68,84.805756
30.0,0.0,24.0,7.3484692283495345,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0.1,0.1,0.0,22.253124,44.28,61.01128,9.900001,9.900001,0.0,16.595179,30.960001,146.68288
9.0,1.0,10.5,1.0606601717798212,0.0,0.0,0.0,0.0,6698.14,4.0,5,0,1,10.599999,10.599999,0.0,7.5942082,22.68,84.805756,16.6,16.6,0.0,13.32,29.519999,324.0608
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,1,1,16.6,16.6,0.0,13.32,29.519999,324.0608,0.4,0.4,0.0,24.905132,47.16,283.89273
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,4.0,3,1,1,0.4,0.4,0.0,24.905132,47.16,283.89273,0.4,0.4,0.0,24.905132,47.16,283.89273
5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2,1,0,0.4,0.4,0.0,24.905132,47.16,283.89273,26.2,26.2,0.0,19.137648,39.6,120.859184
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,2.0,1,1,1,9.900001,9.900001,0.0,16.595179,30.960001,146.68288,9.900001,9.900001,0.0,16.595179,30.960001,146.68288
5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1,1,9.900001,9.900001,0.0,16.595179,30.960001,146.68288,27.900002,27.900002,0.0,19.33639,38.88,287.5859
33.0,1.0,119.89285714285714,100.92866621166311,0.0,0.0,0.0,2.0,9.7,3.0,1,0,1,26.2,26.2,0.0,19.137648,39.6,120.859184,0.0,0.0,0.0,14.982228,28.44,307.19284
98.0,1.0,119.89285714285714,100.92866621166311,0.0,1.0,0.0,2.0,9.7,1.0,1,0,0,26.2,26.2,0.0,19.137648,39.6,120.859184,0.0,0.0,0.0,11.879999,19.08,98.08256
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,2.0,3,1,1,27.900002,27.900002,0.0,19.33639,38.88,287.5859,27.900002,27.900002,0.0,19.33639,38.88,287.5859
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,1,1,27.900002,27.900002,0.0,19.33639,38.88,287.5859,0.0,0.0,0.0,10.086427,18.72,336.4477
11.0,0.0,10.375,0.5994789404140899,0.0,0.0,0.0,2.0,6698.14,2.0,5,1,1,0.0,0.0,0.0,10.086427,18.72,336.4477,0.3,0.3,0.0,21.707731,41.760002,255.55725
2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6,1,1,0.3,0.3,0.0,21.707731,41.760002,255.55725,6.3,6.3,0.0,11.885453,21.599998,8.267088
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.06,2.0,7,1,1,6.3,6.3,0.0,11.885453,21.599998,8.267088,6.3,6.3,0.0,11.885453,21.599998,8.267088
15.0,0.0,15.9375,3.630921887069453,0.0,0.0,2.0,2.0,0.0,2.0,8,1,1,6.3,6.3,0.0,11.885453,21.599998,8.267088,0.90000004,0.90000004,0.0,15.072783,29.519999,299.65344
0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,15.06,2.0,7,1,1,0.90000004,0.90000004,0.0,15.072783,29.519999,299.65344,0.90000004,0.90000004,0.0,15.072783,29.519999,299.65344
2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6,1,0,0.90000004,0.90000004,0.0,15.072783,29.519999,299.65344,0.1,0.1,0.0,11.384198,21.96,258.3407
9.0,1.0,10.5,1.0606601717798212,0.0,0.0,2.0,2.0,6698.14,2.0,5,0,1,0.1,0.1,0.0,11.384198,21.96,258.3407,9.8,9.8,0.0,22.7057,44.28,259.89288
1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,4,1,1,9.8,9.8,0.0,22.7057,44.28,259.89288,1.4,1.4,0.0,34.981182,63.72,251.71422
0.0,1.0,0.0,0.0,2.0,2.0,4.0,4.0,9.42,2.0,3,1,1,1.4,1.4,0.0,34.981182,63.72,251.71422,1.4,1.4,0.0,34.981182,63.72,251.71422
5.0,1.0,5.0,0.0,2.0,2.0,4.0,4.0,0.0,2.0,2,1,0,1.4,1.4,0.0,34.981182,63.72,251.71422,0.0,0.0,0.0,9.983106,21.599998,3.2121334
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,9.7,4.0,1,0,0,0.5,0.5,0.0,16.418526,33.48,304.79834,0.5,0.5,0.0,16.418526,33.48,304.79834
5.0,0.0,5.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,2,0,1,0.5,0.5,0.0,16.418526,33.48,304.79834,0.0,0.0,0.0,10.296251,18.359999,9.593087
16.0,1.0,119.89285714285714,100.92866621166311,2.0,2.0,4.0,4.0,9.7,2.0,1,0,1,0.0,0.0,0.0,9.983106,21.599998,3.2121334,0.0,0.0,0.0,9.422101,19.44,100.35691
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,9.42,4.0,3,1,1,0.0,0.0,0.0,10.296251,18.359999,9.593087,0.0,0.0,0.0,10.296251,18.359999,9.593087
1.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,4,1,1,0.0,0.0,0.0,10.296251,18.359999,9.593087,1.0,1.0,0.0,13.684735,29.16,298.89417
10.0,0.0,10.375,0.5994789404140899,2.0,2.0,4.0,4.0,6698.14,4.0,5,1,1,1.0,1.0,0.0,13.684735,29.16,298.89417,0.0,0.0,0.0,11.841756,21.599998,331.13492
2.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,6,1,1,0.0,0.0,0.0,11.841756,21.599998,331.13492,0.0,0.0,0.0,20.12461,47.88,210.46544
0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,15.06,4.0,7,1,1,0.0,0.0,0.0,20.12461,47.88,210.46544,0.0,0.0,0.0,20.12461,47.88,210.46544
15.0,0.0,15.9375,3.630921887069453,2.0,1.0,4.0,2.0,0.0,4.0,8,1,1,0.0,0.0,0.0,20.12461,47.88,210.46544,0.0,0.0,0.0,11.304229,24.48,122.7166
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,9.7,2.0,1,1,1,0.0,0.0,0.0,13.18308,25.56,121.80721,0.0,0.0,0.0,13.18308,25.56,121.80721
5.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2,1,1,0.0,0.0,0.0,13.18308,25.56,121.80721,22.300001,22.300001,0.0,10.495713,22.68,290.91608
0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,15.06,4.0,7,1,1,0.0,0.0,0.0,11.304229,24.48,122.7166,0.0,0.0,0.0,11.304229,24.48,122.7166
2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,6,1,0,0.0,0.0,0.0,11.304229,24.48,122.7166,0.1,0.1,0.0,9.726664,33.48,103.32451
12.0,1.0,10.5,1.0606601717798212,1.0,1.0,2.0,2.0,6698.14,4.0,5,0,1,0.1,0.1,0.0,9.726664,33.48,103.32451,3.7999995,3.7999995,0.0,21.470612,38.88,242.38042
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,9.42,2.0,3,1,1,22.300001,22.300001,0.0,10.495713,22.68,290.91608,22.300001,22.300001,0.0,10.495713,22.68,290.91608
1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,4,1,1,22.300001,22.300001,0.0,10.495713,22.68,290.91608,0.6,0.6,0.0,11.988594,25.56,301.47675
10.0,0.0,10.375,0.5994789404140899,1.0,1.0,2.0,2.0,6698.14,2.0,5,1,1,0.6,0.6,0.0,11.988594,25.56,301.47675,0.2,0.2,0.0,14.255272,26.64,265.10095
1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,4,1,1,3.7999995,3.7999995,0.0,21.470612,38.88,242.38042,0.2,0.2,0.0,14.255272,26.64,265.10095
0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,9.42,4.0,3,1,1,0.2,0.2,0.0,14.255272,26.64,265.10095,0.2,0.2,0.0,14.255272,26.64,265.10095
2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,6,1,0,0.2,0.2,0.0,14.255272,26.64,265.10095,0.0,0.0,0.0,11.879999,19.08,98.08256
5.0,1.0,5.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,2,1,1,0.2,0.2,0.0,14.255272,26.64,265.10095,0.0,0.0,0.0,13.392774,25.919998,208.09929
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,15.06,2.0,7,0,0,0.0,0.0,0.0,11.879999,19.08,98.08256,0.0,0.0,0.0,11.879999,19.08,98.08256
30.0,0.0,15.9375,3.630921887069453,1.0,2.0,2.0,2.0,0.0,2.0,8,0,1,0.0,0.0,0.0,11.879999,19.08,98.08256,0.0,0.0,0.0,9.83268,12.24,317.0309
46.0,1.0,119.89285714285714,100.92866621166311,1.0,1.0,2.0,0.0,9.7,3.0,1,1,0,0.0,0.0,0.0,13.392774,25.919998,208.09929,4.1,4.1,0.0,17.208603,31.319998,222.45624
145.0,1.0,119.89285714285714,100.92866621166311,1.0,0.0,2.0,0.0,9.7,1.0,1,1,1,0.0,0.0,0.0,13.392774,25.919998,208.09929,1.1,1.1,0.0,9.178235,16.199999,233.03937
0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,4.0,1,1,1,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,9.83268,12.24,317.0309
2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,7,1,1,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,9.83268,12.24,317.0309
5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,6,1,1,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,10.495713,18.0,147.23279
10.0,1.0,10.5,1.0606601717798212,2.0,2.0,2.0,2.0,6698.14,2.0,2,1,0,0.0,0.0,0.0,9.83268,12.24,317.0309,0.0,0.0,0.0,14.168641,29.88,47.040855
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,2.0,5,1,0,0.0,0.0,0.0,10.495713,18.0,147.23279,0.6,0.6,0.0,15.281989,30.960001,140.3431
1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,3,0,0,0.0,0.0,0.0,14.168641,29.88,47.040855,0.0,0.0,0.0,14.168641,29.88,47.040855
11.0,0.0,10.375,0.5994789404140899,2.0,2.0,2.0,2.0,6698.14,2.0,4,0,0,0.0,0.0,0.0,14.168641,29.88,47.040855,0.0,0.0,0.0,14.799459,25.199999,96.052536
1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,5,0,1,0.0,0.0,0.0,14.799459,25.199999,96.052536,10.400001,10.400001,0.0,31.956972,60.479996,236.75696
0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,2.0,4,0,0,0.6,0.6,0.0,15.281989,30.960001,140.3431,14.500001,14.500001,0.0,18.440998,33.839996,233.77875
5.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,3,0,0,14.500001,14.500001,0.0,18.440998,33.839996,233.77875,14.500001,14.500001,0.0,18.440998,33.839996,233.77875
2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2,0,1,14.500001,14.500001,0.0,18.440998,33.839996,233.77875,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808
16.0,1.0,119.89285714285714,100.92866621166311,2.0,1.0,2.0,0.0,9.7,1.0,6,1,0,10.400001,10.400001,0.0,31.956972,60.479996,236.75696,32.3,32.3,0.0,16.055355,49.68,192.04778
122.0,1.0,119.89285714285714,100.92866621166311,2.0,0.0,2.0,0.0,9.7,1.0,1,1,0,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808,4.1,4.1,0.0,17.208603,31.319998,222.45624
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,2.0,1,1,1,4.3999996,4.3999996,0.0,29.035288,55.44,195.40808,2.5,2.5,0.0,24.162945,47.16,341.6777
15.0,0.0,15.9375,3.630921887069453,2.0,1.0,2.0,0.0,0.0,2.0,7,0,0,32.3,32.3,0.0,16.055355,49.68,192.04778,32.3,32.3,0.0,16.055355,49.68,192.04778
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.06,2.0,8,0,0,32.3,32.3,0.0,16.055355,49.68,192.04778,4.1,4.1,0.0,17.208603,31.319998,222.45624
2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,7,0,0,4.1,4.1,0.0,17.208603,31.319998,222.45624,4.1,4.1,0.0,17.208603,31.319998,222.45624
10.0,1.0,10.5,1.0606601717798212,1.0,1.0,0.0,0.0,6698.14,2.0,6,0,1,4.1,4.1,0.0,17.208603,31.319998,222.45624,0.90000004,0.90000004,0.0,13.783817,25.199999,196.83174
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5,1,1,0.90000004,0.90000004,0.0,13.783817,25.199999,196.83174,0.1,0.1,0.0,13.849476,25.56,39.487156
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.42,2.0,4,1,0,0.1,0.1,0.0,13.849476,25.56,39.487156,0.0,0.0,0.0,8.12197,18.359999,95.4476
5.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3,0,0,0.0,0.0,0.0,8.12197,18.359999,95.4476,0.0,0.0,0.0,8.12197,18.359999,95.4476
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.7,4.0,2,0,1,0.0,0.0,0.0,8.12197,18.359999,95.4476,8.900001,8.900001,0.0,12.0694,22.319998,319.10522
5.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,1,1,1,0.4,0.4,0.0,17.782688,34.2,329.18604,0.4,0.4,0.0,17.782688,34.2,329.18604
14.0,1.0,119.89285714285714,100.92866621166311,1.0,0.0,0.0,4.0,9.7,2.0,2,1,0,0.4,0.4,0.0,17.782688,34.2,329.18604,0.1,0.1,0.0,18.35647,32.399998,142.62558
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.42,4.0,1,1,1,8.900001,8.900001,0.0,12.0694,22.319998,319.10522,5.9,5.9,0.0,11.27553,21.96,349.26114
1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,3,0,0,0.1,0.1,0.0,18.35647,32.399998,142.62558,0.1,0.1,0.0,18.35647,32.399998,142.62558
10.0,0.0,10.375,0.5994789404140899,0.0,0.0,4.0,4.0,6698.14,4.0,4,0,0,0.1,0.1,0.0,18.35647,32.399998,142.62558,15.099999,15.099999,0.0,29.131096,56.16,208.37752
2.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,5,0,1,15.099999,15.099999,0.0,29.131096,56.16,208.37752,0.1,0.1,0.0,17.0763,30.599998,314.5172
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,15.06,4.0,6,1,1,0.1,0.1,0.0,17.0763,30.599998,314.5172,0.0,0.0,0.0,13.044722,26.28,27.118792
15.0,0.0,15.9375,3.630921887069453,0.0,0.0,4.0,4.0,0.0,4.0,7,1,1,0.0,0.0,0.0,13.044722,26.28,27.118792,0.0,0.0,0.0,13.044722,26.28,27.118792
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.7,2.0,8,1,0,0.0,0.0,0.0,13.044722,26.28,27.118792,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104
5.0,0.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,1,1,1,0.1,0.1,0.0,16.199999,28.08,173.07535,0.1,0.1,0.0,16.199999,28.08,173.07535
0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,15.06,4.0,2,1,1,0.1,0.1,0.0,16.199999,28.08,173.07535,4.0,4.0,0.0,17.727943,33.839996,206.43823
2.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,4.0,7,0,0,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104
12.0,1.0,10.5,1.0606601717798212,2.0,2.0,2.0,2.0,6698.14,4.0,6,0,1,5.0999994,5.0999994,0.0,29.601109,58.679996,239.75104,1.8,1.8,0.0,30.827856,56.519997,214.67123
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,2.0,5,1,0,1.8,1.8,0.0,30.827856,56.519997,214.67123,0.2,0.2,0.0,7.172949,11.5199995,98.325615
1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,3,1,1,4.0,4.0,0.0,17.727943,33.839996,206.43823,4.0,4.0,0.0,17.727943,33.839996,206.43823
10.0,0.0,10.375,0.5994789404140899,2.0,2.0,2.0,2.0,6698.14,2.0,4,1,1,4.0,4.0,0.0,17.727943,33.839996,206.43823,3.6,3.6,0.0,14.113652,31.68,262.4735
1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,5,1,0,3.6,3.6,0.0,14.113652,31.68,262.4735,3.6,3.6,0.0,11.983188,21.96,89.15121
0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,9.42,4.0,4,0,0,0.2,0.2,0.0,7.172949,11.5199995,98.325615,3.6,3.6,0.0,11.983188,21.96,89.15121
2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,3,0,0,3.6,3.6,0.0,11.983188,21.96,89.15121,3.6,3.6,0.0,11.983188,21.96,89.15121
5.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,6,0,1,3.6,3.6,0.0,11.983188,21.96,89.15121,1.8,1.8,0.0,29.882166,55.079998,213.12024
0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,2.0,2,0,1,3.6,3.6,0.0,11.983188,21.96,89.15121,0.0,0.0,0.0,14.007655,24.48,82.52143
15.0,0.0,15.9375,3.630921887069453,2.0,2.0,2.0,2.0,0.0,2.0,7,1,1,1.8,1.8,0.0,29.882166,55.079998,213.12024,1.8,1.8,0.0,29.882166,55.079998,213.12024
31.0,1.0,119.89285714285714,100.92866621166311,2.0,0.0,2.0,0.0,9.7,2.0,8,1,1,1.8,1.8,0.0,29.882166,55.079998,213.12024,0.4,0.4,0.0,10.495713,21.96,269.6303
0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,15.06,2.0,1,1,1,0.0,0.0,0.0,14.007655,24.48,82.52143,1.1,1.1,0.0,9.178235,16.199999,233.03937
2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,7,1,1,0.4,0.4,0.0,10.495713,21.96,269.6303,0.4,0.4,0.0,10.495713,21.96,269.6303
11.0,1.0,10.5,1.0606601717798212,0.0,0.0,0.0,0.0,6698.14,2.0,6,1,1,0.4,0.4,0.0,10.495713,21.96,269.6303,0.0,0.0,0.0,9.387651,18.0,18.78603
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,1,1,0.0,0.0,0.0,9.387651,18.0,18.78603,0.0,0.0,0.0,13.513193,24.48,144.00607
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,2.0,4,1,1,0.0,0.0,0.0,13.513193,24.48,144.00607,0.5,0.5,0.0,21.533897,42.839996,145.56912
5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,1,1,0.5,0.5,0.0,21.533897,42.839996,145.56912,0.5,0.5,0.0,21.533897,42.839996,145.56912
0.0,1.0,119.89285714285714,100.92866621166311,0.0,0.0,0.0,0.0,9.7,1.0,2,1,1,0.5,0.5,0.0,21.533897,42.839996,145.56912,1.1,1.1,0.0,9.178235,16.199999,233.03937
0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,9.7,4.0,1,1,1,1.1,1.1,0.0,9.178235,16.199999,233.03937,1.1,1.1,0.0,9.178235,16.199999,233.03937
5.0,0.0,5.0,0.0,2.0,2.0,6.0,6.0,0.0,4.0,1,1,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,9.42,4.0,2,1,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
1.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,4.0,3,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
10.0,0.0,10.375,0.5994789404140899,2.0,2.0,6.0,6.0,6698.14,4.0,4,0,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
2.0,0.0,2.0,0.0,2.0,2.0,6.0,6.0,0.0,4.0,5,1,1,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,15.06,4.0,6,1,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
15.0,0.0,15.9375,3.630921887069453,2.0,0.0,6.0,0.0,0.0,4.0,7,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,4.0,8,0,0,1.8204302,1.8193549,0.00075268815,19.179728,37.01419,192.2118,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7,0,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
10.0,1.0,10.5,1.0606601717798212,0.0,0.0,0.0,0.0,6698.14,4.0,6,0,1,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5,1,1,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42,4.0,4,1,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3,0,0,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024,1.9555556,1.9555556,0.0,17.385378,34.792004,173.4024
15.138795246889044,0.0,25.67158214873119,7.947786960039886,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,13.699999940974308,13.699999940974308,0.0,26.954283205998706,64.11875408164222,255.9479510546032,0.0,0.0,0.0,21.1293241978394,45.15858232713908,351.71114265811275
0.09334829956487203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.884163895084072,2.0,1,1,1,0.0,0.0,0.0,21.675189495603195,44.79261334384367,345.03778834217457,0.0,0.0,0.0,20.92122583494567,43.26591580402075,304.0138910667304
5.0771398366624565,0.0,5.584061612615981,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1,1,0.0,0.0,0.0,21.52200196650717,42.3066440140728,356.26531922609223,3.7095809744553243,3.7095809744553243,0.0,19.10252153242671,34.59120529645454,230.11852698564567
0.01635030722491189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.686579925318966,2.0,3,1,1,4.1394816509058066,4.1394816509058066,0.0,19.126955285763305,34.41532912592253,259.9638178629991,3.7483242887391324,3.7483242887391324,0.0,18.51854501799341,36.84846138376896,247.05391322027967
1.0663076581893558,0.0,1.196894940886987,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,1,1,4.30409221812011,4.30409221812011,0.0,18.94080828473575,35.84455551505953,240.93753093739082,19.134800525265653,19.134800525265653,0.0,20.818794939851383,38.46256453303814,246.82098616414777
11.114215215698591,0.0,11.541453764121806,0.6601725923999094,0.0,2.0,0.0,2.0,7173.645427689391,2.0,5,1,0,18.729652931949058,18.729652931949058,0.0,21.036082816554384,40.068650314854544,238.34807567164654,0.0,0.0,0.0,12.196348872435813,23.190720595300427,349.43653857109933
2.025321002793491,0.0,2.1248968023504338,0.0,2.0,2.0,2.0,2.0,0.0,2.0,6,0,1,0.0,0.0,0.0,13.01867238400417,23.20364368136415,336.9851568803765,2.1311384766553423,2.1311384766553423,0.0,17.101421274511186,35.13359376603194,277.044844690914
